,citystate,pop,lat,lng
17132,Payneville KY,876,38.030128,-86.408164
17133,Payneway AR,9447,35.668914,-90.518738
17134,Payson AZ,21877,34.219779,-111.287774
17135,Payson IL,1656,39.815253,-91.262676
17136,Payson UT,23457,40.044866,-111.732138
17137,Pe Ell WA,797,46.56558,-123.285244
17138,Pea Ridge AR,6434,36.453884,-94.118026
17139,Peabody KS,1789,38.173746,-97.118386
17140,Peabody MA,50944,42.532579,-70.961194
17141,Peace Valley MO,422,36.837974,-91.769598
17142,Peach Bottom PA,3849,39.770511,-76.179083
17143,Peach Orchard AR,198,36.283045,-90.670217
17144,Peach Orchard GA,57748,33.402024,-82.038358
17145,Peach Springs AZ,1490,35.537795,-113.420199
17146,Peacham VT,356,44.335563,-72.177039
17147,Peachland NC,2878,35.005434,-80.282943
17148,Peachtree City GA,35069,33.391467,-84.563478
17149,Peaks Island ME,862,43.658921,-70.194017
17150,Pearce AZ,1983,31.966608,-109.795032
17151,Pearcy AR,3926,34.435092,-93.242015
17152,Pearisburg VA,5741,37.304121,-80.726703
17153,Pearl Beach MI,11986,42.630704,-82.560159
17154,Pearl City HI,40496,21.408393,-157.965164
17155,Pearl City IL,1983,42.260972,-89.839329
17156,Pearl IL,539,39.444072,-90.637954
17157,Pearl MS,31371,32.276837,-90.102714
17158,Pearl River LA,13163,30.394448,-89.77315
17159,Pearl River NY,14791,41.062939,-74.01587
17160,Pearland TX,112611,29.561656,-95.272069
17161,Pearsall TX,11031,28.892317,-99.094361
17162,Pearson GA,4898,31.310583,-82.859096
17163,Pearson WI,348,45.388119,-89.075824
17164,Pearsonville CA,2387,35.674498,-117.834844
17165,Pease MN,155,45.697872,-93.649247
17166,Pebble Beach CA,4509,36.590735,-121.942044
17167,Pecan Gap TX,371,33.419641,-95.826196
17168,Pecatonica IL,4132,42.305111,-89.347225
17169,Peck ID,484,46.480661,-116.411394
17170,Peck KS,1358,37.472445,-97.311565
17171,Peck MI,1578,43.26938,-82.81929
17172,Peckham OK,3765,36.887425,-97.05133
17173,Pecks Mill WV,969,37.929784,-81.965382
17174,Peckville PA,4802,41.482124,-75.589884
17175,Pecos NM,3325,35.571011,-105.670104
17176,Peculiar MO,8902,38.716453,-94.44053
17177,Pedricktown NJ,1635,39.743451,-75.412046
17178,Pedro Bay AK,44,59.92238,-153.821856
17179,Pedro OH,2973,38.650323,-82.647722
17180,Peebles OH,8297,38.986885,-83.368698
17181,Peel AR,521,36.444374,-92.776143
17182,Peerless MT,112,48.780767,-105.800567
17183,Peetz CO,462,40.95195,-103.116606
17184,Peever SD,810,45.520647,-97.001205
17185,Peggs OK,473,36.059061,-94.991928
17186,Pegram TN,3818,36.11291,-87.031613
17187,Pejepscot ME,8787,43.941286,-69.964479
17188,Pekin IL,43810,40.567435,-89.624332
17189,Pekin IN,6438,38.49308,-86.017045
17190,Pekin ND,190,47.769558,-98.326035
17191,Pelahatchie MS,5170,32.317994,-89.79135
17192,Pelham GA,9927,31.127233,-84.156367
17193,Pelham NC,3402,36.489912,-79.473605
17194,Pelham NH,12897,42.72881,-71.304551
17195,Pelham NY,12435,40.904455,-73.807304
17196,Pelham TN,828,35.314045,-85.84408
17197,Pelican LA,748,31.896563,-93.563361
17198,Pelican Lake WI,684,45.504886,-89.181707
17199,Pelican Rapids MN,5454,46.599444,-96.066227
17200,Pelion SC,7617,33.776628,-81.250161
17201,Pelkie MI,1270,46.794932,-88.625083
17202,Pell City AL,10456,33.597889,-86.343151
17203,Pella IA,13939,41.408175,-92.917207
17204,Pellston MI,1644,45.570285,-84.842502
17205,Pelsor AR,464,35.691158,-93.016088
17206,Pelzer SC,12387,34.646063,-82.467334
17207,Pemaquid ME,308,43.892389,-69.528919
17208,Pemberton MN,476,43.959955,-93.818449
17209,Pemberton NJ,6727,39.971206,-74.667629
17210,Pemberville OH,3619,41.402258,-83.473642
17211,Pembine WI,1535,45.607398,-87.970363
17212,Pembroke GA,6326,32.157088,-81.553341
17213,Pembroke KY,2590,36.798221,-87.331892
17214,Pembroke MA,17828,42.062072,-70.804404
17215,Pembroke ME,1172,44.965396,-67.200204
17216,Pembroke NC,14783,34.690198,-79.18337
17217,Pembroke Pines FL,109151,26.024273,-80.240183
17218,Pen Argyl PA,6571,40.85182,-75.270115
17219,Penalosa KS,970,37.666149,-98.39297
17220,Penasco NM,1209,36.176023,-105.734245
17221,Penbrook PA,11848,40.273852,-76.863812
17222,Pence Springs WV,186,37.676694,-80.709234
17223,Pence WI,685,46.425736,-90.244195
17224,Pencer MN,5575,48.826809,-95.756709
17225,Pencil Bluff AR,315,34.639946,-93.742947
17226,Pender NE,1614,42.117719,-96.718907
17227,Pendergrass GA,2981,34.179634,-83.663356
17228,Pendleton IN,17148,39.979237,-85.794614
17229,Pendleton KY,1752,38.480918,-85.317019
17230,Pendleton NC,877,36.493676,-77.191112
17231,Pendleton OR,21521,45.660535,-118.783104
17232,Pendleton SC,8673,34.63694,-82.740623
17233,Pendroy MT,259,48.087892,-112.326082
17234,Penelope TX,413,31.855148,-96.937164
17235,Penfield IL,510,40.310137,-87.95702
17236,Penfield NY,19804,43.139638,-77.456043
17237,Penfield PA,1399,41.208519,-78.579111
17238,Pengilly MN,1205,47.315089,-93.193667
17239,Penhook VA,2582,36.920125,-79.664493
17240,Peninsula OH,2315,41.225579,-81.540013
17241,Peninsula Villag CA,3297,40.270359,-121.109224
17242,Penllyn PA,18506,40.15939,-75.279656
17243,Penn Hills PA,34580,40.4605,-79.826892
17244,Penn ND,82,48.227106,-99.065509
17245,Penn PA,1003,40.330081,-79.641336
17246,Penn Run PA,1707,40.626825,-78.971597
17247,Penn Valley CA,9790,39.218778,-121.193519
17248,Penn Yan NY,12820,42.664548,-77.05687
17249,Penndel PA,35056,40.175055,-74.915101
17250,Pennellville NY,4244,43.260946,-76.239466
17251,Penngrove CA,4124,38.315948,-122.671772
17252,Pennington AL,709,32.226245,-88.0931
17253,Pennington Gap VA,5849,36.750752,-83.022299
17254,Pennington MN,220,47.465121,-94.483361
17255,Pennington NJ,12929,40.333858,-74.794352
17256,Pennington TX,196,31.161843,-95.158678
17257,Pennock MN,1271,45.131031,-95.175333
17258,Pennsburg PA,9350,40.391138,-75.486608
17259,Pennsville NJ,13059,39.649107,-75.51553
17260,Pennsville OH,2997,39.561434,-81.825251
17261,Pennsylvania Fur PA,1839,40.728194,-77.954068
17262,Pennville IN,1343,40.508195,-85.149166
17263,Penobscot ME,1259,44.434371,-68.757409
17264,Penokee KS,154,39.391667,-99.919603
17265,Penrose CO,4323,38.433622,-105.011325
17266,Penrose NC,1262,35.252407,-82.622239
17267,Penryn CA,2377,38.856654,-121.179149
17268,Pensacola FL,249814,30.422282,-87.224763
17269,Pentwater MI,2675,43.823713,-86.386818
17270,Peoa UT,391,40.720937,-111.302467
17271,Peoria AZ,120911,33.576135,-112.234424
17272,Peoria Heights IL,45228,40.713915,-89.580813
17273,Peoria IL,79488,40.687987,-89.601178
17274,Peosta IA,3924,42.443535,-90.809372
17275,Peotone IL,6116,41.33609,-87.78968
17276,Pep NM,30,33.897032,-103.327208
17277,Pep TX,10,33.810434,-102.56558
17278,Pepeekeo HI,2060,19.835283,-155.112994
17279,Pepin WI,1533,44.458687,-92.139353
17280,Pepperell MA,11497,42.668888,-71.593392
17281,Pequannock NJ,4494,40.947308,-74.29601
17282,Pequea PA,2537,39.905765,-76.320866
17283,Pequot Lakes MN,7459,46.62569,-94.268426
17284,Peralta NM,3644,34.833188,-106.687159
17285,Percival IA,255,40.740148,-95.809307
17286,Percy IL,1674,38.01261,-89.616961
17287,Percy MS,3901,33.177917,-90.84857
17288,Perdido AL,1596,30.98058,-87.628374
17289,Perham MN,5993,46.603106,-95.581763
17290,Peridot AZ,3196,33.478874,-110.37252
17291,Perkasie PA,24479,40.376526,-75.264803
17292,Perkins GA,526,32.905747,-81.869573
17293,Perkins OK,5476,35.97684,-97.044059
17294,Perkinston MS,8828,30.76686,-89.139985
17295,Perkinsville VT,1553,43.387885,-72.503813
17296,Perkiomenville PA,5775,40.31566,-75.50218
17297,Perley MN,266,47.18308,-96.777722
17298,Perrin TX,1375,33.058453,-98.044006
17299,Perrine FL,63226,25.604384,-80.352473
17300,Perrineville NJ,5385,40.214971,-74.440381
17301,Perrinton MI,1952,43.16492,-84.665984
17302,Perris CA,52516,33.810979,-117.217968
17303,Perronville MI,120,45.826409,-87.398903
17304,Perry AR,905,35.042732,-92.787976
17305,Perry FL,8057,30.097489,-83.585021
17306,Perry GA,18948,32.46051,-83.728258
17307,Perry Hall MD,12802,39.401013,-76.450987
17308,Perry IA,9020,41.839695,-94.102167
17309,Perry IL,399,39.787042,-90.746105
17310,Perry KS,2537,39.087524,-95.373122
17311,Perry ME,1638,44.988824,-67.092882
17312,Perry MI,7840,42.820012,-84.231346
17313,Perry MO,1458,39.420721,-91.664125
17314,Perry NY,5575,42.722852,-78.005882
17315,Perry OH,7088,41.767916,-81.143312
17316,Perry OK,7135,36.287468,-97.284175
17317,Perrysburg NY,1591,42.472289,-78.998108
17318,Perrysburg OH,37002,41.542926,-83.592727
17319,Perrysville IN,1186,40.073697,-87.464787
17320,Perrysville OH,3204,40.660626,-82.321307
17321,Perryton TX,9919,36.374825,-100.815558
17322,Perrytown AR,16745,33.656645,-93.590305
17323,Perryville AK,113,55.945289,-159.259333
17324,Perryville AR,3674,34.970096,-92.847171
17325,Perryville KY,1807,37.637494,-84.966508
17326,Perryville MD,5687,39.564894,-76.059227
17327,Perryville MO,16710,37.717437,-89.873664
17328,Persia IA,779,41.56473,-95.56577
17329,Perth Amboy NJ,53099,40.517551,-74.275427
17330,Perth ND,83,48.681601,-99.383076
17331,Peru IA,498,41.21454,-93.943729
17332,Peru IL,10870,41.333021,-89.126478
17333,Peru IN,23766,40.749203,-86.068044
17334,Peru KS,409,37.056823,-96.140376
17335,Peru MA,2766,42.434604,-73.092433
17336,Peru ME,1541,44.494408,-70.443459
17337,Peru NE,1107,40.476643,-95.731166
17338,Peru NY,6364,44.585109,-73.529322
17339,Peru VT,448,43.256532,-72.886797
17340,Pescadero CA,1554,37.206518,-122.364876
17341,Peshastin WA,1920,47.581294,-120.613928
17342,Peshtigo WI,5986,45.045778,-87.729795
17343,Pesotum IL,814,39.9151,-88.274331
17344,Petal MS,21386,31.347181,-89.222239
17345,Petaluma CA,70223,38.240349,-122.677727
17346,Peterborough NH,6643,42.88559,-71.946964
17347,Peterman AL,1257,31.589953,-87.259984
17348,Petersburg AK,3202,56.827134,-133.160683
17349,Petersburg IN,6021,38.478929,-87.288294
17350,Petersburg KY,1849,39.041561,-84.837104
17351,Petersburg MI,5874,41.875655,-83.687673
17352,Petersburg ND,312,47.997973,-97.984033
17353,Petersburg NE,715,41.858954,-98.084791
17354,Petersburg OH,1153,40.904861,-80.540031
17355,Petersburg PA,2351,40.602968,-77.998402
17356,Petersburg TN,3344,35.292416,-86.644728
17357,Petersburg TX,1508,33.876806,-101.604591
17358,Petersburg VA,19490,37.181937,-77.385385
17359,Petersham MA,1277,42.489761,-72.189349
17360,Peterson IA,646,42.932794,-95.337658
17361,Peterson MN,763,43.77691,-91.844338
17362,Peterstown WV,4095,37.414709,-80.768605
17363,Petroleum WV,480,39.174139,-81.240607
17364,Petrolia CA,425,40.300558,-124.251236
17365,Petrolia PA,1546,41.044208,-79.771069
17366,Petrolia TX,802,34.027331,-98.269223
17367,Petros TN,494,36.055903,-84.439914
17368,Pettibone ND,150,47.119973,-99.527892
17369,Pettigrew AR,293,35.834562,-93.618079
17370,Petty TX,288,33.609765,-95.789057
17371,Pevely MO,7438,38.279911,-90.411075
17372,Pewamo MI,1615,43.000747,-84.849217
17373,Pewaukee WI,23907,43.078777,-88.272922
17374,Pewee Valley KY,3263,38.303945,-85.483377
17375,Peyton CO,21993,38.954097,-104.54722
17376,Peytona WV,868,38.124952,-81.701836
17377,Pfafftown NC,10893,36.166914,-80.379826
17378,Pfeifer KS,81,38.729915,-99.141162
17379,Pflugerville TX,68789,30.442133,-97.629895
17380,Pharr TX,70840,26.177053,-98.187022
17381,Pheba MS,1051,33.596056,-88.951842
17382,Phelan CA,16763,34.444901,-117.519604
17383,Phelps KY,2288,37.498736,-82.158378
17384,Phelps NY,4431,42.958178,-77.047264
17385,Phelps WI,1120,46.064481,-89.081547
17386,Phenix City AL,40961,32.407816,-85.095082
17387,Phenix VA,1264,37.092506,-78.791195
17388,Phil Campbell AL,5778,34.347018,-87.715431
17389,Philadelphia MO,652,39.835931,-91.753803
17390,Philadelphia MS,24865,32.757224,-89.115371
17391,Philadelphia NY,2249,44.158896,-75.709917
17392,Philadelphia PA,1526206,39.948908,-75.166109
17393,Philadelphia TN,5030,35.664214,-84.450221
17394,Philip SD,1406,44.055006,-101.687611
17395,Philipp MS,334,33.757391,-90.209086
17396,Philipsburg MT,1538,46.318899,-113.3126
17397,Philipsburg PA,9881,40.886252,-78.219008
17398,Phillips ME,1682,44.837486,-70.360079
17399,Phillips NE,894,40.898197,-98.21286
17400,Phillips Ranch CA,71599,34.043268,-117.752086
17401,Phillips TX,14542,35.664299,-101.403245
17402,Phillips WI,4872,45.697463,-90.404131
17403,Phillipsburg KS,3483,39.762333,-99.33284
17404,Phillipsburg MO,1909,37.583177,-92.741631
17405,Philo CA,946,39.120005,-123.538218
17406,Philo IL,1715,40.005156,-88.159506
17407,Philo OH,2007,39.845773,-81.917479
17408,Philomath GA,1191,33.783593,-82.909975
17409,Philomath OR,8271,44.548817,-123.392271
17410,Philpot KY,5863,37.718317,-86.937172
17411,Phippsburg ME,2216,43.768816,-69.814982
17412,Phoenicia NY,1020,42.054426,-74.339328
17413,Phoenix AZ,1058417,33.451095,-112.077428
17414,Phoenix NY,6617,43.24679,-76.306449
17415,Phoenix OR,5047,42.276555,-122.822694
17416,Phoenixville PA,40154,40.126704,-75.527192
17417,Phoneton OH,18333,39.943577,-84.171501
17418,Phyllis KY,1102,37.422152,-82.266786
17419,Piasa IL,256,39.151697,-90.131147
17420,Picabo ID,132,43.310149,-114.086065
17421,Picacho NM,48,33.345642,-105.083382
17422,Picayune MS,27738,30.541796,-89.691021
17423,Picher OK,31,36.979961,-94.817301
17424,Pickaway WV,1005,37.662078,-80.516905
17425,Pickens AR,82,33.807923,-91.39157
17426,Pickens MS,4069,32.890519,-89.973707
17427,Pickens SC,18030,34.902403,-82.705784
17428,Pickens WV,124,38.684242,-80.209784
17429,Pickerel WI,536,45.356658,-88.91365
17430,Pickering MO,379,40.459073,-94.841119
17431,Pickerington OH,38440,39.906062,-82.756267
17432,Pickett WI,1022,43.900917,-88.713457
17433,Pickford MI,1851,46.155858,-84.366312
17434,Pickrell NE,513,40.382117,-96.734444
17435,Pickton TX,1424,33.042401,-95.462979
17436,Pico Rivera CA,62928,33.98857,-118.088269
17437,Pie Town NM,276,34.324282,-108.368187
17438,Piedmont AL,13389,33.838946,-85.645997
17439,Piedmont CA,52611,37.828157,-122.22683
17440,Piedmont KS,221,37.637169,-96.369503
17441,Piedmont MO,5440,37.15727,-90.69902
17442,Piedmont OH,440,40.150716,-81.214494
17443,Piedmont OK,7786,35.66946,-97.743109
17444,Piedmont SC,25348,34.724433,-82.470216
17445,Piedmont SD,3515,44.228744,-103.368818
17446,Piedmont WV,891,39.479901,-79.048862
17447,Pierce City MO,3606,36.972992,-94.00241
17448,Pierce CO,1432,40.635911,-104.763764
17449,Pierce ID,587,46.492424,-115.807071
17450,Pierce NE,3174,42.194323,-97.525604
17451,Piercefield NY,187,44.234037,-74.573228
17452,Pierceton IN,4788,41.212406,-85.706119
17453,Pierceville KS,198,37.907739,-100.71177
17454,Piermont NH,790,43.990572,-72.081299
17455,Piermont NY,2353,41.03955,-73.919187
17456,Pierpont OH,1619,41.767661,-80.574114
17457,Pierpont SD,247,45.495983,-97.812844
17458,Pierre Part LA,6033,29.95501,-91.200167
17459,Pierre SD,16309,44.369514,-100.321057
17460,Pierson FL,4218,29.222596,-81.43533
17461,Pierson IA,554,42.533493,-95.892193
17462,Pierson MI,2283,43.335514,-85.513359
17463,Pierz MN,5416,46.008059,-94.085306
17464,Pigeon Forge TN,6569,35.792222,-83.563821
17465,Pigeon MI,3110,43.817909,-83.275508
17466,Pigeon WV,1257,38.472167,-81.226286
17467,Piggott AR,5127,36.386993,-90.19261
17468,Pike NH,410,44.025511,-72.009587
17469,Pike Road AL,6753,32.335705,-86.09589
17470,Pikesville MD,33917,39.376359,-76.729013
17471,Pikeville NC,11735,35.49289,-77.957787
17472,Pikeville TN,10247,35.640769,-85.207653
17473,Pilger NE,642,42.040413,-97.268472
17474,Pilgrim Gardens PA,30738,39.949197,-75.303479
17475,Pilgrims Knob VA,574,37.298944,-81.911896
17476,Pillager MN,3380,46.398395,-94.392287
17477,Pilot Grove MO,1609,38.871168,-92.930461
17478,Pilot Hill CA,1380,38.826312,-121.029765
17479,Pilot Knob NY,199,43.515561,-73.629883
17480,Pilot Mound IA,480,42.160395,-94.010184
17481,Pilot Mountain NC,7554,36.41094,-80.492065
17482,Pilot Point AK,80,57.595193,-157.449272
17483,Pilot Point TX,6659,33.370983,-96.944554
17484,Pilot Rock OR,1991,45.422724,-118.848331
17485,Pilot Station AK,568,61.946159,-162.874716
17486,Pilot VA,1613,37.056476,-80.322901
17487,Pima AZ,3822,32.909661,-109.856009
17488,Pimento IN,347,39.289792,-87.379186
17489,Pimmit VA,24302,38.901226,-77.20005
17490,Pinckney MI,20813,42.459579,-83.909918
17491,Pinckneyville IL,8410,38.090327,-89.38578
17492,Pinconning MI,7253,43.849079,-84.008162
17493,Pindall AR,107,36.067479,-92.886409
17494,Pine Apple AL,1096,31.926522,-87.004667
17495,Pine Beach NJ,2488,39.934746,-74.167992
17496,Pine Bluff AR,34343,34.189745,-92.044786
17497,Pine Bluffs WY,1606,41.178799,-104.066591
17498,Pine Brook NJ,5372,40.874207,-74.350009
17499,Pine Bush NY,10753,41.617758,-74.326311
17500,Pine Castle FL,26773,28.461916,-81.381751
17501,Pine City NY,5456,42.041938,-76.881519
17502,Pine CO,3287,39.46667,-105.374116
17503,Pine Grove CA,4426,38.396783,-120.643713
17504,Pine Grove LA,1045,30.703202,-90.767235
17505,Pine Grove PA,9317,40.567093,-76.326913
17506,Pine Hall NC,834,36.348178,-80.049533
17507,Pine Haven WY,3078,44.299932,-104.905904
17508,Pine Hill AL,3014,31.973546,-87.577086
17509,Pine Hill NY,266,42.133974,-74.487562
17510,Pine Hills FL,46334,28.580463,-81.44758
17511,Pine Island MN,4988,44.211009,-92.661347
17512,Pine Island NY,1267,41.323796,-74.379457
17513,Pine Knoll Shore NC,2896,34.697295,-76.815163
17514,Pine Log GA,3491,34.392732,-84.780315
17515,Pine Mountain GA,5429,32.873488,-84.895953
17516,Pine Mountain Va GA,754,32.791849,-84.823874
17517,Pine Plains NY,2854,41.989569,-73.660227
17518,Pine Ridge KY,500,37.774872,-83.632059
17519,Pine Ridge SD,5271,43.112401,-102.598352
17520,Pine River MN,4244,46.693796,-94.447691
17521,Pine River WI,1344,44.160393,-89.040415
17522,Pine Valley CA,1646,32.835047,-116.512733
17523,Pine Valley NY,605,42.234795,-76.865206
17524,Pine Valley UT,188,37.389772,-113.517708
17525,Pine Village IN,653,40.432759,-87.231724
17526,Pinecliffe CO,23,39.942898,-105.354004
17527,Pinecrest CA,53,38.341062,-119.865195
17528,Pinedale CA,4055,36.841107,-119.800359
17529,Pinedale WY,5028,42.854331,-109.856088
17530,Pinehurst GA,998,32.196692,-83.720853
17531,Pinehurst ID,2129,47.501823,-116.264679
17532,Pinehurst NC,15990,35.188408,-79.473194
17533,Pinehurst TX,4600,30.158052,-95.681406
17534,Pineland SC,1172,32.602065,-81.176116
17535,Pineland TX,1766,31.241782,-93.97542
17536,Pinero VA,21208,37.41922,-76.553312
17537,Pinetop AZ,4735,34.117459,-109.919668
17538,Pinetops NC,4779,35.819611,-77.691952
17539,Pinetown NC,1927,35.57576,-76.807565
17540,Pinetta FL,1417,30.599703,-83.340463
17541,Pinetta GA,1417,30.634794,-83.310491
17542,Pineview GA,1199,32.090728,-83.515835
17543,Pineville AR,624,36.167704,-92.107299
17544,Pineville NC,9453,35.070942,-80.885852
17545,Pineville SC,2107,33.419926,-80.093181
17546,Pineville WV,2729,37.584022,-81.533642
17547,Pinewood SC,3072,33.764216,-80.497761
17548,Piney Flats TN,7072,36.446122,-82.333957
17549,Piney Point MD,830,38.139667,-76.504716
17550,Piney River VA,261,37.715785,-79.020571
17551,Pingree ID,1386,43.195618,-112.449035
17552,Pink Hill NC,6531,35.066351,-77.712148
17553,Pinnacle NC,6615,36.333905,-80.439111
17554,Pinola MS,1649,31.827732,-90.008775
17555,Pinole CA,18287,37.996903,-122.287477
17556,Pinon AZ,5358,36.100243,-110.221077
17557,Pinon Hills CA,6220,34.442937,-117.640262
17558,Pinon NM,159,32.639584,-105.415708
17559,Pinopolis SC,855,33.224125,-80.039761
17560,Pinson TN,2267,35.478059,-88.730396
17561,Pinsonfork KY,915,37.565137,-82.195366
17562,Pintura UT,19705,37.689544,-113.074513
17563,Pioche NV,1429,37.898097,-114.396824
17564,Pioneer CA,5336,38.460271,-120.531815
17565,Pioneer LA,1699,32.715436,-91.464822
17566,Pioneer OH,2408,41.665619,-84.536324
17567,Pioneer TN,2714,36.469465,-84.290672
17568,Piper City IL,1082,40.755615,-88.187347
17569,Pipersville PA,6172,40.4262,-75.107398
17570,Pipestem WV,893,37.530345,-80.946345
17571,Piqua KS,238,37.872847,-95.590026
17572,Piqua OH,25172,40.148621,-84.253053
17573,Piscataway NJ,55961,40.55152,-74.458996
17574,Piseco NY,295,43.448125,-74.526282
17575,Pisek ND,264,48.297096,-97.702894
17576,Pisgah AL,4013,34.688601,-85.803044
17577,Pisgah Forest NC,6813,35.259931,-82.669516
17578,Pisgah IA,501,41.821376,-95.919172
17579,Pisgah MD,10438,38.588855,-77.148357
17580,Pisinemo AZ,6490,32.031572,-111.922207
17581,Pistol River OR,5181,42.434818,-124.396072
17582,Pitcairn PA,3294,40.404787,-79.776951
17583,Pitcher NY,534,42.596941,-75.846464
17584,Pitkin CO,78,38.608542,-106.516774
17585,Pitkin LA,4023,30.932988,-92.954762
17586,Pitman NJ,9551,39.731162,-75.129679
17587,Pitman PA,798,40.704868,-76.523297
17588,Pitts GA,1326,31.942533,-83.55788
17589,Pittsboro IN,6336,39.861529,-86.464548
17590,Pittsboro MS,1316,33.944326,-89.337622
17591,Pittsboro NC,18306,35.769436,-79.175509
17592,Pittsburg IL,1401,37.78387,-88.870393
17593,Pittsburg MO,1392,37.8442,-93.335615
17594,Pittsburg NH,1145,45.086564,-71.363593
17595,Pittsburg OK,635,34.69748,-95.843905
17596,Pittsburg TX,12985,32.96231,-94.960337
17597,Pittsfield IL,6353,39.601306,-90.807269
17598,Pittsfield MA,46504,42.453086,-73.247088
17599,Pittsfield ME,4230,44.787109,-69.40223
17600,Pittsfield NH,4114,43.287384,-71.33303
17601,Pittsfield PA,1990,41.836629,-79.419619
17602,Pittsfield VT,542,43.753823,-72.853376
17603,Pittsford MI,2256,41.896262,-84.444016
17604,Pittsford NY,31426,43.069511,-77.514067
17605,Pittsford VT,2747,43.71524,-73.013492
17606,Pittston PA,17155,41.317501,-75.788492
17607,Pittstown NJ,5042,40.599169,-74.957587
17608,Pittsview AL,1277,32.173346,-85.131248
17609,Pittsville MD,2790,38.375465,-75.407589
17610,Pittsville VA,575,36.971578,-79.479413
17611,Pittsville WI,2815,44.43747,-90.189174
17612,Pixley CA,5753,35.955286,-119.256427
17613,Placerville CA,36726,38.719479,-120.804564
17614,Placerville CO,727,38.008759,-108.024775
17615,Placida FL,10305,26.819301,-82.261638
17616,Placitas NM,5052,35.309175,-106.529279
17617,Plain City OH,12580,40.097356,-83.269049
17618,Plain Dealing LA,4096,32.907419,-93.690534
17619,Plain View VA,1555,37.569811,-76.726901
17620,Plain WI,1371,43.292693,-90.055825
17621,Plainfield CT,8373,41.67753,-71.921968
17622,Plainfield IA,1027,42.850267,-92.511558
17623,Plainfield IL,25959,41.600884,-88.199391
17624,Plainfield MA,629,42.514393,-72.918289
17625,Plainfield NH,1840,43.551919,-72.270398
17626,Plainfield VT,2166,44.262164,-72.42243
17627,Plainfield WI,2008,44.209079,-89.455896
17628,Plains GA,2285,32.033908,-84.358638
17629,Plains KS,1492,37.270106,-100.573174
17630,Plains MT,3270,47.473448,-114.893014
17631,Plains TX,1942,33.189354,-102.829367
17632,Plainsboro NJ,20073,40.332432,-74.568836
17633,Plainview AR,1430,34.966793,-93.309897
17634,Plainview MN,4389,44.16373,-92.162125
17635,Plainview NE,1806,42.346701,-97.778615
17636,Plainview NY,28127,40.778099,-73.481638
17637,Plainview SD,318,44.534952,-102.215763
17638,Plainview TX,28849,34.196194,-101.725896
17639,Plainville CT,17715,41.672653,-72.864373
17640,Plainville GA,2080,34.41447,-85.031204
17641,Plainville IL,647,39.800448,-91.143598
17642,Plainville IN,834,38.791507,-87.157822
17643,Plainville KS,2615,39.230823,-99.300827
17644,Plainville MA,8264,42.012403,-71.327454
17645,Plainwell MI,15802,42.454379,-85.59936
17646,Plaistow NH,7609,42.835551,-71.093397
17647,Plandome NY,17962,40.798641,-73.688369
17648,Plankinton SD,1226,43.737287,-98.469395
17649,Plano IA,305,40.775109,-93.038554
17650,Plano IL,12940,41.666987,-88.53838
17651,Plano TX,257488,33.054972,-96.736454
17652,Plant City FL,49002,28.069855,-82.157554
17653,Plantation FL,78219,26.113536,-80.224272
17654,Plantersville AL,1412,32.617608,-86.947531
17655,Plantersville MS,2731,34.201073,-88.633456
17656,Plantersville TX,3269,30.296931,-95.849812
17657,Plantsville CT,10431,41.579747,-72.899031
17658,Plaquemine LA,17584,30.268414,-91.252361
17659,Platinum AK,61,58.63364,-162.043201
17660,Plato MN,802,44.765728,-94.050583
17661,Plato MO,2013,37.512231,-92.170913
17662,Platte Center NE,783,41.524114,-97.457616
17663,Platte City MO,12485,39.360171,-94.788972
17664,Platteville CO,4176,40.213121,-104.802776
17665,Platteville WI,15091,42.73932,-90.485406
17666,Plattsburg MO,3404,39.57047,-94.433814
17667,Plattsburgh NY,33439,44.692715,-73.465969
17668,Plattsmouth NE,12422,40.999194,-95.913933
17669,Plaucheville LA,2169,30.936484,-91.984673
17670,Playa Del Rey CA,12132,33.957745,-118.437314
17671,Plaza ND,453,48.02421,-101.964276
17672,Plaza TN,32495,35.697358,-85.791609
17673,Pleasant City OH,1879,39.909514,-81.55797
17674,Pleasant Dale NE,898,40.813329,-96.95128
17675,Pleasant Gap PA,26617,40.909377,-77.7642
17676,Pleasant Garden NC,6962,35.952243,-79.754943
17677,Pleasant Grove AL,10099,33.488336,-86.976586
17678,Pleasant Grove AR,262,35.842349,-91.931905
17679,Pleasant Grove CA,815,38.787773,-121.507967
17680,Pleasant Grove UT,43269,40.371986,-111.733284
17681,Pleasant Hall PA,195,40.04135,-77.703148
17682,Pleasant Hill CA,33569,37.954002,-122.07371
17683,Pleasant Hill IA,36207,41.612499,-93.549446
17684,Pleasant Hill IL,1408,39.446697,-90.877011
17685,Pleasant Hill LA,1232,31.808577,-93.513594
17686,Pleasant Hill MO,12866,38.785856,-94.243961
17687,Pleasant Hill NC,855,36.521246,-77.519217
17688,Pleasant Hill OH,1970,40.053136,-84.343634
17689,Pleasant Hill OR,2538,43.945816,-122.928487
17690,Pleasant Hill TN,177,36.01121,-85.16694
17691,Pleasant Hope MO,2459,37.4615,-93.261733
17692,Pleasant Lake IN,2166,41.584255,-85.021276
17693,Pleasant Lake MI,2417,42.390343,-84.342791
17694,Pleasant Lake ND,3801,48.317264,-99.998954
17695,Pleasant Mount PA,1104,41.732204,-75.398944
17696,Pleasant Plain OH,2519,39.288382,-84.096736
