,citystate,pop,lat,lng
6713,Edwardsburg MI,10171,41.791258,-86.026252
6714,Edwardsport IN,476,38.810584,-87.251856
6715,Edwardsville IL,33748,38.804967,-89.963697
6716,Eek AK,296,60.215058,-162.032341
6717,Effie MN,459,47.847187,-93.579905
6718,Effingham IL,19096,39.121727,-88.561105
6719,Effingham KS,1124,39.502259,-95.41982
6720,Effingham SC,9465,34.094571,-79.791822
6721,Effort PA,8927,40.966946,-75.452286
6722,Efland NC,4337,36.091166,-79.188415
6723,Egan IL,1711,42.140975,-89.401024
6724,Egan LA,1261,30.250966,-92.500226
6725,Egan SD,428,43.986592,-96.649252
6726,Egegik AK,109,58.206174,-157.342202
6727,Egeland ND,122,48.635537,-99.111475
6728,Egg Harbor City NJ,13442,39.533123,-74.617709
6729,Egg Harbor WI,1195,45.010039,-87.280521
6730,Eggleston VA,210,37.290576,-80.652758
6731,Eglin A F B FL,3457,30.479409,-86.615958
6732,Eglon WV,706,39.292514,-79.510919
6733,Egnar CO,121,37.934448,-108.929889
6734,Egypt MS,5663,33.989015,-88.759843
6735,Ehrhardt SC,1352,33.104436,-81.022137
6736,Eidson TN,711,36.499522,-83.08272
6737,Eielson Afb AK,2647,64.67352,-147.08051
6738,Eight Mile AL,12749,30.795074,-88.182311
6739,Eighty Eight KY,175,36.939238,-85.828076
6740,Eighty Four PA,5299,40.186821,-80.062695
6741,Ekalaka MT,821,45.88054,-104.503958
6742,Ekron KY,2299,37.91129,-86.154212
6743,Ekwok AK,115,59.362792,-157.478211
6744,El Cajon CA,165433,32.777726,-116.919055
6745,El Campo TX,17054,29.200776,-96.274266
6746,El Centro CA,48030,32.789332,-115.566508
6747,El Cerrito CA,23877,37.915633,-122.298521
6748,El Dorado AR,32213,33.20735,-92.662856
6749,El Dorado Hills CA,72180,38.687885,-121.140927
6750,El Dorado KS,17969,37.822649,-96.854297
6751,El Dorado Spring MO,7836,37.858517,-94.030091
6752,El Lago TX,20970,29.572895,-95.028739
6753,El Macero CA,27281,38.542151,-121.676722
6754,El Mirage AZ,31787,33.608153,-112.324147
6755,El Monte CA,90977,34.079142,-118.037108
6756,El Nido CA,817,37.13452,-120.483235
6757,El Paso AR,1151,35.114176,-92.090076
6758,El Paso IL,4212,40.738948,-89.011952
6759,El Paso TX,594793,31.758411,-106.478311
6760,El Reno OK,18595,35.533468,-97.959091
6761,El Rito NM,974,36.364694,-106.21917
6762,El Segundo CA,16654,33.924275,-118.411924
6763,El Sobrante CA,24904,37.969287,-122.290092
6764,Elaine AR,667,34.308668,-90.873485
6765,Eland WI,1099,44.830888,-89.246117
6766,Elba AL,8255,31.41373,-86.077728
6767,Elba NE,485,41.28644,-98.575622
6768,Elba NY,2285,43.089739,-78.170383
6769,Elbe WA,149,46.766607,-122.150344
6770,Elberfeld IN,2679,38.205267,-87.417943
6771,Elberon IA,447,42.008769,-92.331447
6772,Elberon VA,933,37.070133,-76.833723
6773,Elbert CO,4232,39.096892,-104.574631
6774,Elberta AL,6873,30.394239,-87.58896
6775,Elberton GA,16109,34.108202,-82.844765
6776,Elbing KS,229,38.046208,-97.112766
6777,Elbow Lake MN,1994,45.995267,-95.967149
6778,Elbridge NY,2806,43.025246,-76.435164
6779,Elburn IL,10371,41.882405,-88.461106
6780,Elcho WI,1127,45.440906,-89.15157
6781,Elco PA,313,40.079671,-79.875836
6782,Eldon IA,1373,40.92613,-92.226754
6783,Eldon MO,11551,38.340127,-92.573619
6784,Eldora IA,3456,42.357158,-93.103699
6785,Eldorado IA,3492,42.973232,-91.803602
6786,Eldorado IL,6263,37.813885,-88.443382
6787,Eldorado OH,931,39.888209,-84.678592
6788,Eldorado OK,643,34.472744,-99.645956
6789,Eldorado TX,3377,30.86667,-100.58894
6790,Eldorado WI,1185,43.841471,-88.638827
6791,Eldred IL,536,39.283592,-90.532874
6792,Eldred MN,539,47.653011,-96.802647
6793,Eldred NY,786,41.532793,-74.896769
6794,Eldred PA,2818,41.948925,-78.388439
6795,Eldridge AL,1186,33.931546,-87.619397
6796,Eldridge IA,8850,41.663532,-90.563379
6797,Eldridge MO,1011,37.83456,-92.738202
6798,Eldridge ND,17142,46.905899,-98.706127
6799,Electra TX,3502,34.036234,-98.91545
6800,Electric City WA,1058,47.926446,-119.036728
6801,Eleele HI,2319,21.923017,-159.538115
6802,Eleva WI,3149,44.598493,-91.48037
6803,Elfrida AZ,1333,31.713891,-109.619277
6804,Elgin AZ,965,31.66002,-110.611403
6805,Elgin IA,1435,42.954845,-91.645375
6806,Elgin IL,98360,42.038356,-88.260631
6807,Elgin MN,2042,44.135837,-92.253493
6808,Elgin NE,1254,41.973239,-98.075082
6809,Elgin OK,4675,34.772018,-98.407322
6810,Elgin OR,2628,45.594101,-117.91119
6811,Elgin SC,21871,34.161963,-80.811292
6812,Elgin TX,21659,30.323136,-97.373748
6813,Elgood WV,30435,37.366817,-81.086386
6814,Elias KY,2223,37.343023,-83.870674
6815,Elida NM,455,33.940468,-103.632341
6816,Elida OH,12221,40.791599,-84.163966
6817,Elim AK,330,64.621662,-162.260371
6818,Eliot ME,6211,43.130943,-70.782216
6819,Elizabeth AR,800,36.323776,-92.093366
6820,Elizabeth City NC,40699,36.295051,-76.244548
6821,Elizabeth CO,12042,39.383618,-104.591961
6822,Elizabeth IL,1989,42.308942,-90.19862
6823,Elizabeth IN,4429,38.124389,-85.958874
6824,Elizabeth Lake CA,2932,34.668297,-118.444719
6825,Elizabeth MN,291,46.406218,-96.085093
6826,Elizabeth MS,6462,33.410025,-90.892801
6827,Elizabeth NJ,124967,40.67169,-74.204335
6828,Elizabeth PA,10894,40.265575,-79.856842
6829,Elizabeth WV,4547,39.056618,-81.398889
6830,Elizabethton TN,33689,36.344548,-82.201481
6831,Elizabethtown IL,1571,37.466492,-88.286735
6832,Elizabethtown IN,2839,39.124291,-85.815311
6833,Elizabethtown NC,10670,34.64714,-78.574693
6834,Elizabethtown NY,1236,44.224518,-73.601131
6835,Elizabethtown PA,29602,40.155331,-76.602545
6836,Elizabethville PA,3535,40.55497,-76.835484
6837,Elizaville NY,1798,42.090173,-73.781814
6838,Elk CA,426,39.160402,-123.723961
6839,Elk City KS,877,37.314571,-95.913517
6840,Elk City OK,14147,35.410359,-99.421086
6841,Elk Creek CA,604,39.598914,-122.557244
6842,Elk Creek MO,492,37.217087,-91.998812
6843,Elk Creek NE,256,40.2977,-96.142128
6844,Elk Creek VA,1058,36.730579,-81.191488
6845,Elk Falls KS,161,37.374514,-96.195902
6846,Elk Garden WV,1170,39.363088,-79.153871
6847,Elk Grove CA,122424,38.412744,-121.359914
6848,Elk Grove Villag IL,33820,42.005613,-88.012775
6849,Elk Horn IA,914,41.582871,-95.070015
6850,Elk Horn KY,1454,37.339287,-85.191764
6851,Elk Mound WI,4950,44.866973,-91.675229
6852,Elk Park NC,2527,36.164623,-81.963882
6853,Elk Point SD,2795,42.738219,-96.686954
6854,Elk Rapids MI,2223,44.895473,-85.408226
6855,Elk River ID,143,46.782972,-116.179943
6856,Elk River MN,36440,45.313601,-93.5814
6857,Elk Springs CO,19,40.414588,-108.419729
6858,Elk WA,3947,48.020523,-117.296253
6859,Elka Park NY,576,42.164309,-74.124539
6860,Elkader IA,2321,42.849627,-91.414308
6861,Elkfork KY,233,37.940358,-83.077112
6862,Elkhart IA,1195,41.811384,-93.485458
6863,Elkhart IN,97528,41.710083,-85.972949
6864,Elkhart KS,2558,37.015448,-101.901244
6865,Elkhart Lake WI,3500,43.843553,-87.97667
6866,Elkhorn NE,16422,41.275647,-96.24308
6867,Elkhorn WI,19045,42.700928,-88.546209
6868,Elkin NC,10472,36.28723,-80.855365
6869,Elkins AR,5658,36.017719,-94.007323
6870,Elkins WV,14591,38.925304,-79.847115
6871,Elkland MO,2759,37.433591,-93.020983
6872,Elkland PA,2006,41.988165,-77.313392
6873,Elkmont AL,8868,34.915241,-86.910452
6874,Elko GA,1226,32.333648,-83.730388
6875,Elko MN,3717,44.58945,-93.383555
6876,Elkport IA,153,42.739892,-91.283934
6877,Elkton FL,4118,29.788243,-81.46199
6878,Elkton KY,6844,36.909403,-87.167833
6879,Elkton MD,44471,39.626434,-75.84584
6880,Elkton MI,1683,43.834437,-83.178642
6881,Elkton MN,273,43.634806,-92.710407
6882,Elkton OR,841,43.637761,-123.590014
6883,Elkton SD,1458,44.234984,-96.501095
6884,Elkton VA,10388,38.40252,-78.632143
6885,Elkville IL,1592,37.915506,-89.233574
6886,Elkwood VA,534,38.465229,-77.817031
6887,Ellabell GA,7305,32.127304,-81.498302
6888,Ellamore WV,369,38.933966,-80.092611
6889,Ellaville GA,4962,32.23901,-84.303868
6890,Ellenboro NC,7969,35.334426,-81.770652
6891,Ellenburg Center NY,1074,44.844353,-73.868546
6892,Ellenburg Depot NY,1748,44.916266,-73.787572
6893,Ellendale DE,2522,38.805737,-75.405588
6894,Ellendale MN,2012,43.882591,-93.319492
6895,Ellendale ND,1965,46.007317,-98.51383
6896,Ellensburg WA,30239,46.999632,-120.516274
6897,Ellenton FL,11952,27.53818,-82.5006
6898,Ellenville NY,6602,41.721805,-74.414125
6899,Ellerbe NC,4607,35.091422,-79.752361
6900,Ellerslie GA,2483,32.661718,-84.877197
6901,Ellery IL,383,38.365021,-88.133455
6902,Ellettsville IN,7986,39.254477,-86.619635
6903,Ellicott City MD,38076,39.272632,-76.861362
6904,Ellicottville NY,1576,42.295873,-78.66064
6905,Ellijay GA,17297,34.677514,-84.481226
6906,Ellinger TX,471,29.845915,-96.69663
6907,Ellington CT,15547,41.911417,-72.462599
6908,Ellington MO,2920,37.239797,-90.958851
6909,Ellinwood KS,2759,38.356498,-98.584872
6910,Elliott IA,622,41.130617,-95.160237
6911,Elliott ND,3128,46.420133,-97.658895
6912,Elliott SC,237,34.117149,-80.175441
6913,Elliottsburg PA,1893,40.362428,-77.270348
6914,Ellis Grove IL,1061,38.005358,-89.900847
6915,Ellis ID,99,44.878829,-114.001594
6916,Ellis KS,2651,38.947128,-99.52851
6917,Ellisburg NY,282,43.737202,-76.125871
6918,Ellison Bay WI,897,45.257206,-87.051209
6919,Elliston OH,1366,41.527136,-83.261135
6920,Ellisville IL,371,40.604652,-90.287469
6921,Ellisville MS,12917,31.579663,-89.223073
6922,Elloree SC,3683,33.490608,-80.56784
6923,Ellport PA,17185,40.859024,-80.274606
6924,Ellsinore MO,2922,36.945263,-90.74853
6925,Ellston IA,334,40.850485,-94.084116
6926,Ellsworth Afb SD,2903,44.144655,-103.07591
6927,Ellsworth IA,862,42.30086,-93.548979
6928,Ellsworth IL,516,40.443154,-88.737121
6929,Ellsworth KS,3674,38.731219,-98.205678
6930,Ellsworth ME,12974,44.554824,-68.412093
6931,Ellsworth MI,1446,45.159929,-85.263292
6932,Ellsworth MN,741,43.526539,-96.011248
6933,Ellsworth NE,121,42.169717,-102.47245
6934,Ellsworth PA,1090,40.107321,-80.020364
6935,Ellsworth WI,6819,44.730191,-92.489038
6936,Elm City NC,8143,35.810954,-77.856032
6937,Elm Creek NE,1688,40.730079,-99.372786
6938,Elm Grove LA,2409,32.388628,-93.502615
6939,Elm Grove WI,5985,43.047943,-88.085374
6940,Elm Grove WV,43002,40.072736,-80.685126
6941,Elm Mott TX,3005,31.672547,-97.113838
6942,Elma IA,1374,43.27855,-92.398066
6943,Elma NY,8933,42.834002,-78.634257
6944,Elma WA,10101,47.005813,-123.39969
6945,Elmaton TX,37,28.83209,-96.13351
6946,Elmdale KS,228,38.377924,-96.667464
6947,Elmendorf Afb AK,7749,61.251531,-149.812667
6948,Elmendorf TX,7941,29.230793,-98.371982
6949,Elmer LA,1225,31.146476,-92.717062
6950,Elmer MO,283,39.941456,-92.642413
6951,Elmer NJ,12702,39.569146,-75.163023
6952,Elmer OK,218,34.513668,-99.316744
6953,Elmhurst IL,46371,41.892661,-87.941025
6954,Elmira Heights NY,7567,42.130203,-76.843572
6955,Elmira MI,2187,45.034582,-84.830321
6956,Elmira NY,42075,42.100769,-76.811977
6957,Elmira OR,2572,44.08726,-123.367051
6958,Elmo MO,312,40.518492,-95.123564
6959,Elmo MT,403,47.818541,-114.343938
6960,Elmore AL,5729,32.545378,-86.316134
6961,Elmore MN,969,43.520065,-94.098368
6962,Elmore OH,2891,41.468144,-83.27673
6963,Elmrock KY,1343,37.506204,-82.836764
6964,Elmsford NY,7444,41.057171,-73.813597
6965,Elmwood IL,2880,40.772594,-89.928882
6966,Elmwood NE,1098,40.837811,-96.294395
6967,Elmwood OK,2092,36.795562,-100.532938
6968,Elmwood Park NJ,19403,40.906896,-74.120896
6969,Elmwood Place OH,9570,39.199183,-84.479232
6970,Elmwood TN,1425,36.235468,-85.880843
6971,Elmwood WI,2056,44.756088,-92.202195
6972,Elna KY,2053,37.938594,-82.882825
6973,Elnora IN,1042,38.822284,-87.065243
6974,Eloise FL,37798,27.999296,-81.751507
6975,Elon College NC,14173,36.146638,-79.502334
6976,Elora TN,1364,35.029496,-86.34811
6977,Elrod AL,594,33.343678,-87.801429
6978,Elroy WI,2782,43.751616,-90.288857
6979,Elsah IL,1276,38.961297,-90.331913
6980,Elsberry MO,4546,39.158953,-90.815956
6981,Elsie NE,364,40.859647,-101.369994
6982,Elsmere NE,65,42.264974,-100.282412
6983,Elsmore KS,291,37.80353,-95.154645
6984,Elton LA,2685,30.471496,-92.699614
6985,Elton WI,135,45.156216,-88.883743
6986,Eltopia WA,907,46.474996,-119.101333
6987,Elvaston IL,172,40.40662,-91.21642
6988,Elverson PA,5465,40.156781,-75.786563
6989,Elverta CA,5975,38.716424,-121.431038
6990,Elwell MI,1393,43.410565,-84.763103
6991,Elwood IL,3968,41.426018,-88.08642
6992,Elwood IN,11663,40.280278,-85.839055
6993,Elwood NE,1836,40.574738,-99.825812
6994,Elwood NY,30184,40.867066,-73.319506
6995,Ely IA,2461,41.894275,-91.573767
6996,Ely MN,5820,47.903435,-91.857042
6997,Ely NV,7606,39.309356,-114.878011
6998,Elyria NE,103,41.695655,-99.046656
6999,Elyria OH,64263,41.372353,-82.105088
7000,Elysburg PA,4115,40.863871,-76.556924
7001,Elysian MN,1372,44.22313,-93.696498
7002,Embarrass MN,1453,47.665847,-92.21011
7003,Embden ND,530,46.875015,-97.391694
7004,Embudo NM,368,36.137028,-106.024187
7005,Emden IL,738,40.294538,-89.517441
7006,Emden MO,127,39.85013,-91.880926
7007,Emelle AL,872,32.754963,-88.305747
7008,Emerado ND,880,47.921376,-97.263012
7009,Emerald Isle NC,3655,34.666195,-77.025961
7010,Emerald PA,11456,40.740695,-75.621612
7011,Emerson AR,1735,33.089054,-93.198699
7012,Emerson GA,1650,34.119969,-84.757045
7013,Emerson IA,895,41.028439,-95.410624
7014,Emerson NE,1286,42.285247,-96.71587
7015,Emerson NJ,7379,40.975459,-74.028515
7016,Emery SD,730,43.565647,-97.647489
7017,Emeryville CA,28019,37.836466,-122.280363
7018,Emigrant Gap CA,115,39.286907,-120.662902
7019,Emigrant MT,836,45.127557,-110.798928
7020,Emily MN,1150,46.747791,-93.948385
7021,Eminence KY,3789,38.369606,-85.17816
7022,Eminence MO,1634,37.162556,-91.451933
7023,Emington IL,273,40.978317,-88.321135
7024,Emlenton PA,3510,41.202769,-79.746996
7025,Emma KY,11451,37.649462,-82.788135
7026,Emmaus PA,17341,40.529295,-75.500991
7027,Emmet AR,1334,33.692896,-93.423242
7028,Emmet ND,2449,47.655219,-101.398325
7029,Emmet NE,155,42.474708,-98.823777
7030,Emmetsburg IA,4541,43.108249,-94.682545
7031,Emmett KS,487,39.304819,-96.059325
7032,Emmett MI,2654,42.987239,-82.785402
7033,Emmitsburg MD,5850,39.694044,-77.335658
7034,Emmonak AK,762,62.827404,-164.131298
7035,Emmons MN,744,43.508851,-93.482441
7036,Emory TX,6350,32.875041,-95.741786
7037,Empire AL,3866,33.825589,-87.016139
7038,Empire Landing AZ,9147,34.0254,-114.266342
7039,Empire MI,1429,44.84106,-85.992533
7040,Empire NV,239,40.357703,-119.655265
7041,Emporia KS,28492,38.418405,-96.187145
7042,Emporia VA,16962,36.685689,-77.562953
7043,Emporium PA,4533,41.517689,-78.25361
7044,Emrick ND,195,47.549857,-99.429677
7045,Encampment WY,878,41.205353,-106.780285
7046,Encinal TX,1855,28.051329,-99.340902
7047,Encinitas CA,49121,33.053469,-117.26891
7048,Encino CA,41270,34.165479,-118.517542
7049,Encino NM,187,34.61496,-105.483914
7050,Encino TX,433,26.924862,-98.192168
7051,Endeavor WI,1285,43.696305,-89.461699
7052,Enderlin ND,1391,46.607898,-97.610554
7053,Enders NE,133,40.465492,-101.522156
7054,Endicott NE,216,40.073407,-97.093787
7055,Endicott WA,527,46.936407,-117.723005
7056,Endwell NY,44264,42.114089,-76.056927
7057,Enfield CT,44654,41.989016,-72.565218
7058,Enfield IL,1152,38.092746,-88.332546
7059,Enfield NC,8201,36.197331,-77.712907
7060,Enfield NH,4762,43.625584,-72.127014
7061,Engadine MI,897,46.204009,-85.600468
7062,England AR,4470,34.557458,-91.948422
7063,Engleside VA,33220,38.727855,-77.108139
7064,Englevale ND,374,46.478188,-97.905482
7065,Englewood Cliffs NJ,5309,40.882043,-73.954449
7066,Englewood CO,29217,39.58051,-104.901115
7067,Englewood FL,16875,26.966743,-82.359886
7068,Englewood KS,103,37.065751,-99.987793
7069,Englewood NJ,27119,40.894251,-73.977182
7070,Englewood TN,5588,35.427245,-84.483265
7071,English IN,3502,38.325807,-86.442875
7072,Enid MS,1186,34.126345,-90.004392
7073,Enid OK,52759,36.402842,-97.862257
7074,Enigma GA,2783,31.373599,-83.355157
7075,Ennice NC,1653,36.525278,-80.977141
7076,Ennis MT,2141,45.354456,-111.687033
7077,Ennis TX,26601,32.332102,-96.622363
7078,Enochs TX,61,33.850225,-102.764107
7079,Enola AR,969,35.208705,-92.212328
7080,Enola PA,16778,40.292178,-76.943208
7081,Enon OH,5019,39.866282,-83.938464
7082,Enon Valley PA,2463,40.8721,-80.461182
7083,Enoree SC,5654,34.670952,-81.92373
7084,Enosburg Falls VT,4977,44.898491,-72.791037
7085,Ensign KS,339,37.641381,-100.249555
7086,Enterprise AL,35530,31.340789,-85.842111
7087,Enterprise KS,1115,38.906321,-97.112222
7088,Enterprise LA,214,31.906412,-91.875149
7089,Enterprise MS,2746,32.156266,-88.84735
7090,Enterprise OR,3124,45.437037,-117.288808
7091,Enterprise WV,679,39.425998,-80.316704
7092,Entiat WA,1953,47.705653,-120.276031
7093,Enumclaw WA,20987,47.266545,-122.031429
7094,Enville TN,1120,35.439321,-88.420613
7095,Eola LA,6969,30.949284,-92.182582
7096,Eola TX,37,31.429812,-100.072892
7097,Eolia KY,759,37.061767,-82.77062
7098,Eolia MO,1663,39.243097,-91.009322
7099,Epes AL,834,32.763371,-88.161443
7100,Ephraim UT,6310,39.359983,-111.582301
7101,Ephrata PA,32483,40.175641,-76.182093
7102,Ephrata WA,11055,47.277051,-119.533582
7103,Epping NH,6341,43.041052,-71.076367
7104,Epps LA,1578,32.616099,-91.49135
7105,Epsom NH,4572,43.217398,-71.354576
7106,Epworth GA,1603,34.944249,-84.441593
7107,Epworth IA,2589,42.443928,-90.931331
7108,Equality AL,1089,32.813908,-86.105064
7109,Equality IL,927,37.727786,-88.3445
7110,Equinunk PA,1121,41.811712,-75.189081
7111,Era TX,431,33.50101,-97.292358
7112,Erath LA,7385,29.952237,-92.034266
7113,Erbacon WV,198,38.541864,-80.574232
7114,Erhard MN,1164,46.494817,-96.059264
7115,Erick OK,1538,35.228586,-99.863463
7116,Ericson NE,267,41.782804,-98.645323
7117,Erie CO,20254,40.059746,-105.068583
7118,Erie IL,2737,41.655958,-90.084264
7119,Erie KS,2215,37.604395,-95.25138
7120,Erie MI,5753,41.782935,-83.495797
7121,Erie ND,129,47.112803,-97.384851
7122,Erie PA,141930,42.125962,-80.08601
7123,Erieville NY,1040,42.856166,-75.754255
7124,Erin NY,1956,42.185898,-76.681942
7125,Erin TN,5153,36.306684,-87.678964
7126,Erlanger KY,27345,39.008238,-84.597745
7127,Ermine KY,802,37.174612,-82.822118
7128,Ernest PA,462,40.704255,-79.096937
7129,Ernul NC,1140,35.254693,-77.050164
7130,Eros LA,2807,32.398822,-92.34795
7131,Errol NH,461,44.800273,-71.143612
7132,Erskine MN,1363,47.661817,-96.012173
7133,Erving MA,1498,42.604957,-72.416638
7134,Erwin NC,6751,35.328651,-78.685935
7135,Erwin SD,118,44.491484,-97.410291
7136,Erwin TN,12750,36.134193,-82.41631
7137,Erwinna PA,361,40.508689,-75.080372
7138,Erwinville LA,1032,30.551252,-91.399444
7139,Esbon KS,242,39.756186,-98.446222
7140,Escalante UT,961,37.769839,-111.603695
7141,Escalon CA,12819,37.804428,-120.990044
7142,Escanaba MI,17347,45.76587,-87.088985
7143,Escondido CA,171802,33.110117,-117.069987
7144,Esko MN,4616,46.712551,-92.356918
7145,Eskridge KS,985,38.851361,-96.101583
7146,Esmond IL,242,42.022458,-88.94386
7147,Esmont VA,1486,37.812543,-78.610646
7148,Espanola NM,18223,35.987157,-106.071697
7149,Espanola WA,8820,47.583696,-117.679351
7150,Esparto CA,3513,38.694191,-122.021391
7151,Esperance NY,2143,42.771677,-74.288246
7152,Espyville PA,4676,41.663535,-80.426911
7153,Essex CA,65,34.560626,-115.280344
7154,Essex CT,3245,41.354944,-72.396504
7155,Essex Fells NJ,2091,40.827924,-74.279705
7156,Essex IA,1299,40.840359,-95.288777
7157,Essex IL,1064,41.167644,-88.184528
7158,Essex Junction VT,19710,44.503466,-73.090644
7159,Essex MA,3504,42.628629,-70.782794
7160,Essex MD,42154,39.308553,-76.453259
7161,Essex MO,1554,36.810859,-89.836649
7162,Essex MT,130,48.494028,-113.946678
7163,Essex NY,599,44.280695,-73.373147
7164,Essexville MI,11483,43.606908,-83.821659
7165,Estacada OR,9832,45.287177,-122.325858
7166,Estancia NM,3730,34.769983,-106.135024
7167,Estell Manor NJ,1253,39.37825,-74.816512
7168,Estero FL,20830,26.435052,-81.810244
7169,Estes Park CO,9313,40.365761,-105.514163
7170,Estherville IA,7661,43.401709,-94.818001
7171,Estill SC,5278,32.737514,-81.217768
7172,Estill Springs TN,6784,35.270508,-86.139561
7173,Estillfork AL,288,34.913017,-86.171571
7174,Ethan SD,895,43.542653,-98.059074
7175,Ethel AR,114,34.243525,-91.139839
7176,Ethel LA,3499,30.813124,-91.109975
7177,Ethel MO,206,39.914605,-92.766396
7178,Ethel MS,1434,33.152587,-89.494707
7179,Ethel WA,656,46.53581,-122.776009
7180,Ethelsville AL,1952,33.386816,-88.221987
7181,Ethete WY,13535,42.859678,-108.738288
7182,Ethridge TN,4559,35.332648,-87.303912
7183,Etiwanda CA,34794,34.119873,-117.519329
7184,Etlan VA,395,38.509458,-78.263793
7185,Etna Green IN,2326,41.291789,-86.034995
7186,Etna ME,1246,44.793232,-69.132225
